id,name,publisher,category,description,url,origin_repository,source_type,record_type,install_status,verification_status,listing_source,source_commit,indexed_at
skill-e08d706c9014,microsoft/azure-communication-chat-java,microsoft,Java Skills,Real-time chat with threads and receipts,https://officialskills.sh/microsoft/skills/azure-communication-chat-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-d87f2e398090,microsoft/azure-communication-common-java,microsoft,Java Skills,Communication Services common utilities,https://officialskills.sh/microsoft/skills/azure-communication-common-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-5db73ffac9aa,microsoft/azure-communication-sms-java,microsoft,Java Skills,SMS sending and delivery reports,https://officialskills.sh/microsoft/skills/azure-communication-sms-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-8bfbb97db991,microsoft/azure-compute-batch-java,microsoft,Java Skills,Large-scale parallel and HPC batch jobs,https://officialskills.sh/microsoft/skills/azure-compute-batch-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a44b75b1a4ac,microsoft/azure-cosmos-java,microsoft,Java Skills,Cosmos DB NoSQL with global distribution,https://officialskills.sh/microsoft/skills/azure-cosmos-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-efb8fbdba66b,microsoft/azure-data-tables-java,microsoft,Java Skills,NoSQL key-value table storage,https://officialskills.sh/microsoft/skills/azure-data-tables-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-9d8158454c03,microsoft/azure-eventgrid-java,microsoft,Java Skills,Event-driven pub/sub messaging,https://officialskills.sh/microsoft/skills/azure-eventgrid-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-cd1f443e664c,microsoft/azure-eventhub-java,microsoft,Java Skills,Real-time high-throughput streaming,https://officialskills.sh/microsoft/skills/azure-eventhub-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a6c15a447b4a,microsoft/azure-identity-java,microsoft,Java Skills,Microsoft Entra ID authentication,https://officialskills.sh/microsoft/skills/azure-identity-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-9eb0603e65bb,microsoft/azure-messaging-webpubsub-java,microsoft,Java Skills,Real-time WebSocket messaging,https://officialskills.sh/microsoft/skills/azure-messaging-webpubsub-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-6c09dad25b61,microsoft/azure-monitor-ingestion-java,microsoft,Java Skills,Custom log ingestion to Azure Monitor,https://officialskills.sh/microsoft/skills/azure-monitor-ingestion-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-ace343dd07f7,microsoft/azure-monitor-opentelemetry-exporter-java,microsoft,Java Skills,OpenTelemetry export to Azure Monitor,https://officialskills.sh/microsoft/skills/azure-monitor-opentelemetry-exporter-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-76d39de0a65e,microsoft/azure-monitor-query-java,microsoft,Java Skills,Query Azure Monitor logs and metrics,https://officialskills.sh/microsoft/skills/azure-monitor-query-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a9ec7bb18180,microsoft/azure-security-keyvault-keys-java,microsoft,Java Skills,Cryptographic key management,https://officialskills.sh/microsoft/skills/azure-security-keyvault-keys-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-930ff9b5e77c,microsoft/azure-security-keyvault-secrets-java,microsoft,Java Skills,Secret management for passwords and keys,https://officialskills.sh/microsoft/skills/azure-security-keyvault-secrets-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-aee69939e23d,microsoft/azure-storage-blob-java,microsoft,Java Skills,Blob storage for file management,https://officialskills.sh/microsoft/skills/azure-storage-blob-java,microsoft/skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-ca049c92552b,aaron-he-zhu/aaron-marketing-skills,aaron-he-zhu,Marketing,"69 marketing skills across SEO/GEO, influencer, paid ads, and email on one shared contract, with 5 benchmark-driven auditor gates (CORE-EEAT, CITE, C³, ROAS, SEND) and keyless data connectors",https://github.com/aaron-he-zhu/aaron-marketing-skills,aaron-he-zhu/aaron-marketing-skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-117d2cb5f38a,AgriciDaniel/claude-seo,AgriciDaniel,Marketing,Universal SEO skill for comprehensive website analysis and optimization,https://github.com/AgriciDaniel/claude-seo,AgriciDaniel/claude-seo,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-69d7accb5947,AIDevGTM/gtm-cofounder,AIDevGTM,Marketing,"18 go-to-market skills for solo technical founders: positioning, first users, launch, pricing, and founder-led sales; grounded in Adam Frankl and Jakub Czakon",https://github.com/AIDevGTM/gtm-cofounder,AIDevGTM/gtm-cofounder,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-db09b457282c,blader/humanizer,blader,Marketing,"Remove signs of AI-generated writing from text, making it sound more natural and human",https://github.com/blader/humanizer,blader/humanizer,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-b18bab75eb77,Bomx/distribb-skill,Bomx,Marketing,"SEO articles, keyword research, CMS publishing, high-DR backlink exchange",https://github.com/Bomx/distribb-skill,Bomx/distribb-skill,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-0f9dfc669933,BrianRWagner/ai-marketing-skills,BrianRWagner,Marketing,"17 marketing frameworks for cold outreach, homepage audit, social cards, and more",https://github.com/BrianRWagner/ai-marketing-skills,BrianRWagner/ai-marketing-skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-eea9d577ad9f,CosmoBlk/email-marketing-bible,CosmoBlk,Marketing,55K-word email marketing guide as an AI skill,https://github.com/CosmoBlk/email-marketing-bible,CosmoBlk/email-marketing-bible,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-5083cf2924f8,degausai/wonda,degausai,Marketing,"AI content creation: images, video, music, audio, editing, publishing",https://github.com/degausai/wonda,degausai/wonda,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-0023a1af78ee,Eronred/aso-skills,Eronred,Marketing,"30+ App Store Optimization skills for keyword research, metadata optimization, competitor analysis, creative optimization, and mobile growth strategies via Appeeky API",https://github.com/Eronred/aso-skills,Eronred/aso-skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-8af8c129433d,gitroomhq/postiz-agent,gitroomhq,Marketing,Schedule social media posts across 28+ platforms programmatically,https://github.com/gitroomhq/postiz-agent,gitroomhq/postiz-agent,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-7d31198ae35a,gooseworks-ai/goose-skills,gooseworks-ai,Marketing,"125 growth and GTM skills: ads, content, lead gen, SEO",https://github.com/gooseworks-ai/goose-skills,gooseworks-ai/goose-skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-ec9460c4505b,indranilbanerjee/digital-marketing-pro,indranilbanerjee,Marketing,"150-skill engagement methodology — 12-Part Strategy Flow, 25 specialist agents, EU AI Act Article 50 ready (C2PA signing), 6-platform AEO/GEO incl. Google AI Mode",https://github.com/indranilbanerjee/digital-marketing-pro,indranilbanerjee/digital-marketing-pro,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-cf60e3c7dedd,infrasity-labs/dev-gtm-claude-skills,infrasity-labs,Marketing,"GTM-focused skill collection for developer go-to-market workflows including launch planning, positioning, and outbound sequences.",https://github.com/infrasity-labs/dev-gtm-claude-skills,infrasity-labs/dev-gtm-claude-skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-6f6ba9abfbd4,MohamedAbdallah-14/unslop,MohamedAbdallah-14,Marketing,"Removes named AI writing tells (tricolons, em-dash pileups, hedging stacks, sycophancy openers, stock vocab like ""delve""/""crucial""). Split lint/rewrite modes for auditing your own text without auto-rewriting. Five intensity levels, MIT",https://github.com/MohamedAbdallah-14/unslop,MohamedAbdallah-14/unslop,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-230d2a8ac646,nowork-studio/NotFair,nowork-studio,Marketing,"SEO, GEO, Google Ads, and Meta Ads skills with live data",https://github.com/nowork-studio/NotFair,nowork-studio/NotFair,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-59cf31811ff8,sergebulaev/linkedin-skills,sergebulaev,Marketing,"LinkedIn marketing skills: viral hooks, comment drafting, algorithm audit, humanizer",https://github.com/sergebulaev/linkedin-skills,sergebulaev/linkedin-skills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-81d3df46cdf6,SHADOWPR0/beautiful_prose,SHADOWPR0,Marketing,"Hard-edged writing style contract for timeless, forceful English prose without AI tics",https://github.com/SHADOWPR0/beautiful_prose,SHADOWPR0/beautiful_prose,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-9bf8acee478f,smixs/creative-director-skill,smixs,Marketing,"AI creative director with recursive self-assessment: 20+ methodologies (SIT, TRIZ, Bisociation, SCAMPER, Synectics), 3-axis evaluation calibrated against Cannes/D&AD/HumanKind, 5-phase process from brief to presentation",https://github.com/smixs/creative-director-skill,smixs/creative-director-skill,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-8d5b0733ec55,taisly/agent,taisly,Marketing,"Codex plugin, Agent Skill, CLI, and MCP server for publishing approved short-form videos to TikTok, Instagram Reels, YouTube Shorts, X, and Facebook through Taisly",https://github.com/taisly/agent,taisly/agent,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-39da3e63847e,Vladimir-Human/humanizer-ru,Vladimir-Human,Marketing,Removes AI-writing markers from Russian text,https://github.com/Vladimir-Human/humanizer-ru,Vladimir-Human/humanizer-ru,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-5a75b98f5c46,wshuyi/x-article-publisher-skill,wshuyi,Marketing,Publish articles to X/Twitter,https://github.com/wshuyi/x-article-publisher-skill,wshuyi/x-article-publisher-skill,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-4d5dac3dac18,Xquik-dev/tweetclaw,Xquik-dev,Marketing,"Post tweets, replies, DMs; search, monitor, run giveaways",https://github.com/Xquik-dev/tweetclaw,Xquik-dev/tweetclaw,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-af39ba84a3a8,coreyhaines31/ab-test-setup,coreyhaines31,Marketing Skills by Corey Haines,Plan and implement A/B tests or experiments for any digital experience,https://github.com/coreyhaines31/marketingskills/tree/main/skills/ab-test-setup,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-311c0e5102de,coreyhaines31/ad-creative,coreyhaines31,Marketing Skills by Corey Haines,"Generate and iterate ad creative including headlines, descriptions, and primary text",https://github.com/coreyhaines31/marketingskills/tree/main/skills/ad-creative,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-2868c2924b19,coreyhaines31/ai-seo,coreyhaines31,Marketing Skills by Corey Haines,Optimize content to appear in AI-generated answers and LLM search results,https://github.com/coreyhaines31/marketingskills/tree/main/skills/ai-seo,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-79c93b2c0933,coreyhaines31/analytics-tracking,coreyhaines31,Marketing Skills by Corey Haines,Set up and audit analytics tracking and measurement pipelines,https://github.com/coreyhaines31/marketingskills/tree/main/skills/analytics-tracking,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-cecdbdf68460,coreyhaines31/churn-prevention,coreyhaines31,Marketing Skills by Corey Haines,"Build cancellation flows, save offers, and recover failed payments",https://github.com/coreyhaines31/marketingskills/tree/main/skills/churn-prevention,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-7b3a9fb0601b,coreyhaines31/cold-email,coreyhaines31,Marketing Skills by Corey Haines,Write B2B cold emails and follow-up sequences that convert,https://github.com/coreyhaines31/marketingskills/tree/main/skills/cold-email,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-2c0e52162a87,coreyhaines31/competitor-alternatives,coreyhaines31,Marketing Skills by Corey Haines,Build competitor comparison and alternative landing pages for SEO,https://github.com/coreyhaines31/marketingskills/tree/main/skills/competitor-alternatives,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-2f309d43da65,coreyhaines31/content-strategy,coreyhaines31,Marketing Skills by Corey Haines,Plan content strategy and decide what topics and formats to prioritize,https://github.com/coreyhaines31/marketingskills/tree/main/skills/content-strategy,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-ff55eaf559f2,coreyhaines31/copy-editing,coreyhaines31,Marketing Skills by Corey Haines,Edit and improve existing marketing copy for clarity and impact,https://github.com/coreyhaines31/marketingskills/tree/main/skills/copy-editing,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-1a18a466fb84,coreyhaines31/copywriting,coreyhaines31,Marketing Skills by Corey Haines,"Write and rewrite marketing copy for landing pages, homepages, and ads",https://github.com/coreyhaines31/marketingskills/tree/main/skills/copywriting,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a8d2368c6ad4,coreyhaines31/email-sequence,coreyhaines31,Marketing Skills by Corey Haines,"Build email sequences, drip campaigns, and lifecycle email flows",https://github.com/coreyhaines31/marketingskills/tree/main/skills/email-sequence,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-85667eda2531,coreyhaines31/form-cro,coreyhaines31,Marketing Skills by Corey Haines,Optimize lead capture and contact forms to improve conversion,https://github.com/coreyhaines31/marketingskills/tree/main/skills/form-cro,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-07f460aeba0d,coreyhaines31/free-tool-strategy,coreyhaines31,Marketing Skills by Corey Haines,Plan and build free tools for lead generation and SEO value,https://github.com/coreyhaines31/marketingskills/tree/main/skills/free-tool-strategy,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-4592c6f1e75b,coreyhaines31/launch-strategy,coreyhaines31,Marketing Skills by Corey Haines,"Plan product launches, feature announcements, and go-to-market strategies",https://github.com/coreyhaines31/marketingskills/tree/main/skills/launch-strategy,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-0e7be02e48e7,coreyhaines31/marketing-ideas,coreyhaines31,Marketing Skills by Corey Haines,Generate marketing strategies and campaign ideas for SaaS products,https://github.com/coreyhaines31/marketingskills/tree/main/skills/marketing-ideas,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-be4919d9b3d9,coreyhaines31/marketing-psychology,coreyhaines31,Marketing Skills by Corey Haines,Apply psychological principles and behavioral science to copy and design,https://github.com/coreyhaines31/marketingskills/tree/main/skills/marketing-psychology,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-5cdeaaf7bcac,coreyhaines31/onboarding-cro,coreyhaines31,Marketing Skills by Corey Haines,Optimize post-signup onboarding and user activation to improve time-to-value,https://github.com/coreyhaines31/marketingskills/tree/main/skills/onboarding-cro,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-2e48e932e6f7,coreyhaines31/page-cro,coreyhaines31,Marketing Skills by Corey Haines,Improve conversion rates on any marketing page including homepages and landing pages,https://github.com/coreyhaines31/marketingskills/tree/main/skills/page-cro,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-3de7ac628e01,coreyhaines31/paid-ads,coreyhaines31,Marketing Skills by Corey Haines,"Create and optimize paid campaigns on Google, Meta, LinkedIn, and more",https://github.com/coreyhaines31/marketingskills/tree/main/skills/paid-ads,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-844506068f37,coreyhaines31/paywall-upgrade-cro,coreyhaines31,Marketing Skills by Corey Haines,"Design and optimize upgrade screens, paywalls, and upsell modals",https://github.com/coreyhaines31/marketingskills/tree/main/skills/paywall-upgrade-cro,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-219cd5cc9e08,coreyhaines31/popup-cro,coreyhaines31,Marketing Skills by Corey Haines,"Create and optimize popups, modals, and slide-ins for conversions",https://github.com/coreyhaines31/marketingskills/tree/main/skills/popup-cro,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-31d7e9766453,coreyhaines31/pricing-strategy,coreyhaines31,Marketing Skills by Corey Haines,"Define pricing, packaging, and monetization strategy for SaaS products",https://github.com/coreyhaines31/marketingskills/tree/main/skills/pricing-strategy,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-bab31624c82b,coreyhaines31/product-marketing-context,coreyhaines31,Marketing Skills by Corey Haines,Create and maintain a product marketing context document for consistent messaging,https://github.com/coreyhaines31/marketingskills/tree/main/skills/product-marketing-context,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-97153d8982ba,coreyhaines31/programmatic-seo,coreyhaines31,Marketing Skills by Corey Haines,Build SEO-driven page templates for large-scale content generation,https://github.com/coreyhaines31/marketingskills/tree/main/skills/programmatic-seo,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-853ad0391728,coreyhaines31/referral-program,coreyhaines31,Marketing Skills by Corey Haines,"Design and optimize referral, affiliate, and word-of-mouth programs",https://github.com/coreyhaines31/marketingskills/tree/main/skills/referral-program,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a8a8aa654c80,coreyhaines31/revops,coreyhaines31,Marketing Skills by Corey Haines,"Streamline revenue operations, lead lifecycle, and marketing-to-sales handoff",https://github.com/coreyhaines31/marketingskills/tree/main/skills/revops,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-ffbaf0f8eb30,coreyhaines31/sales-enablement,coreyhaines31,Marketing Skills by Corey Haines,"Create pitch decks, one-pagers, objection handling docs, and demo scripts",https://github.com/coreyhaines31/marketingskills/tree/main/skills/sales-enablement,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-51d3f55902fd,coreyhaines31/schema-markup,coreyhaines31,Marketing Skills by Corey Haines,Add and optimize schema markup and structured data for better SEO,https://github.com/coreyhaines31/marketingskills/tree/main/skills/schema-markup,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a2a1d4d87591,coreyhaines31/seo-audit,coreyhaines31,Marketing Skills by Corey Haines,Audit and diagnose technical and on-page SEO issues on a site,https://github.com/coreyhaines31/marketingskills/tree/main/skills/seo-audit,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-bd4f47d67b1d,coreyhaines31/signup-flow-cro,coreyhaines31,Marketing Skills by Corey Haines,"Optimize signup, registration, and trial activation flows for higher conversion",https://github.com/coreyhaines31/marketingskills/tree/main/skills/signup-flow-cro,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-cafa776eb379,coreyhaines31/site-architecture,coreyhaines31,Marketing Skills by Corey Haines,"Plan and restructure page hierarchy, navigation, and URL structure",https://github.com/coreyhaines31/marketingskills/tree/main/skills/site-architecture,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
skill-a4068158ab8d,coreyhaines31/social-content,coreyhaines31,Marketing Skills by Corey Haines,"Create and schedule social media content for LinkedIn, Twitter/X, and Instagram",https://github.com/coreyhaines31/marketingskills/tree/main/skills/social-content,coreyhaines31/marketingskills,curated,real-skill-index-entry,not-installed,indexed-link-not-audited,voltagent-awesome-agent-skills,947656d844327df4d826eec58d74e17cd4fdbc4d,2026-08-13T09:34:35Z
